4500,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,900,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,800,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,700,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total,300,q(1/Angstrom),S_NiNi,S_MnMn,S_NiMn,S_total
,9.240803,0.961260329,0.970999419,-0.077410759,0.888719115,,9.240803,1.118897774,1.009489596,-0.051422912,1.012770773,,9.240803,1.110502059,0.97867963,-0.020598321,1.023992524,,9.240803,1.089168926,0.966084706,-0.04964707,0.977979746,,9.240803,1.094763803,0.940907812,0.004004892,1.021840699
,9.287625,1.036015601,0.95942787,-0.050785712,0.946936023,,9.287625,1.126613038,0.995065076,-0.066863614,0.993975442,,9.287625,1.071691851,0.986471758,-0.032472355,0.996609449,,9.287625,1.017672935,0.980535062,-0.052013387,0.947090612,,9.287625,1.008785017,1.045646446,-0.057795221,0.969420511
,9.334448,1.060690003,1.003308324,0.013128635,1.045127798,,9.334448,1.120301525,1.042669156,-0.060811076,1.020674265,,9.334448,1.054286558,1.009992963,-0.028816384,1.003323377,,9.334448,1.006299551,0.997525131,-0.06086042,0.941051921,,9.334448,0.983460929,1.030427366,-0.076790685,0.930153463
,9.381271,1.019606289,0.962279367,-0.021066486,0.969876342,,9.381271,1.074383305,1.031460442,-0.009336804,1.04358507,,9.381271,1.021862906,0.967490195,0.007108689,1.001785239,,9.381271,1.022746844,0.955603752,-0.003609944,0.985565354,,9.381271,1.024102344,0.906933022,0.018321916,0.983839599
,9.428094,0.998645655,0.869453503,-0.045131133,0.888918447,,9.428094,1.054425783,1.000970751,-0.025418385,1.002279882,,9.428094,1.029700983,0.956470608,-0.011208286,0.98187751,,9.428094,1.026362239,0.961113767,0.014502547,1.00824055,,9.428094,1.075623644,1.009790184,0.086001804,1.128708719
,9.474916,1.003475986,0.900423026,-0.000656761,0.951292745,,9.474916,0.958620514,1.033770507,-0.017305707,0.978889803,,9.474916,0.960553659,0.978834814,-0.006250453,0.963443783,,9.474916,0.957221016,0.956128153,-0.003047832,0.953626753,,9.474916,0.918960898,1.032738016,0.033282149,1.009131606
,9.521739,1.065383195,1.032587253,0.036479848,1.085465072,,9.521739,0.947813269,1.001045823,-0.023789042,0.950640504,,9.521739,0.965964088,0.940958111,-0.015307077,0.938154023,,9.521739,0.928893574,0.948058786,-0.009885171,0.928591009,,9.521739,0.842086868,0.960828614,-0.026417446,0.875040295
,9.568562,0.981859184,1.015259711,0.048013579,1.046573027,,9.568562,0.965842886,1.048549359,-0.006976132,1.000219991,,9.568562,0.972065158,1.041500408,0.001868034,1.008650817,,9.568562,0.942947541,1.048931936,0.025093377,1.021033116,,9.568562,0.971157321,0.978188141,-0.054207052,0.920465679
,9.615385,1.013096032,1.074630275,-0.018511918,1.025351236,,9.615385,0.932918942,1.042534424,-0.028073921,0.959652762,,9.615385,0.900447322,1.072295742,-0.02380677,0.962564763,,9.615385,0.90270621,1.030082514,0.001238082,0.967632444,,9.615385,1.032947703,0.978770905,-0.07028268,0.935576624
,9.662207,1.046014205,1.051335932,-0.026190228,1.02248484,,9.662207,0.958190317,0.996756099,-0.017384941,0.960088267,,9.662207,0.91629961,1.006034163,-0.019779852,0.941387034,,9.662207,0.913956743,0.947362933,-0.011705536,0.918954302,,9.662207,1.11740341,0.922633717,-0.125802205,0.894216358
,9.70903,0.970301095,0.903035577,0.017613644,0.95428198,,9.70903,0.955379035,1.011425842,-0.022834939,0.960567499,,9.70903,0.922158726,1.003156373,-0.012866454,0.949791095,,9.70903,0.948883542,0.959442618,-0.04015649,0.91400659,,9.70903,1.033626041,0.881349831,-0.146255281,0.811232655
,9.755853,1.044766025,1.016992736,-0.014265565,1.016613816,,9.755853,0.982455729,1.003746362,-0.075142277,0.917958768,,9.755853,0.942700926,1.004357148,-0.065936213,0.907592824,,9.755853,0.967180185,0.977011167,-0.100206087,0.871889589,,9.755853,0.857759069,0.884920601,-0.133814305,0.73752553
,9.802676,1.066081636,1.035721378,0.009335063,1.06023657,,9.802676,0.93362079,0.949819463,-0.094372162,0.847347965,,9.802676,0.917701398,0.939661144,-0.108659572,0.820021699,,9.802676,0.892215464,0.953135989,-0.12233694,0.800338786,,9.802676,0.834232793,0.954985682,-0.114742856,0.779866381
,9.849498,0.920919336,1.012425091,0.077148777,1.04382099,,9.849498,0.887587824,0.962832392,-0.092478727,0.832731381,,9.849498,0.875871628,0.918388643,-0.09660314,0.800526996,,9.849498,0.882536899,0.938923869,-0.109393471,0.801336913,,9.849498,0.929104602,0.980298483,-0.085489284,0.869212259
,9.896321,0.995435791,1.069522059,0.037786616,1.070265542,,9.896321,0.862972975,0.939693,-0.100065702,0.801267285,,9.896321,0.850831375,0.941894433,-0.094873112,0.801489792,,9.896321,0.85283174,0.932316807,-0.102969187,0.789605087,,9.896321,0.922294859,0.918886113,-0.119362289,0.801228197
,9.943144,1.071493737,0.98023057,0.008559225,1.034421379,,9.943144,0.895883622,0.863038163,-0.12505981,0.754401083,,9.943144,0.869468463,0.880892875,-0.099069897,0.776110772,,9.943144,0.822251174,0.88918298,-0.094326886,0.761390191,,9.943144,0.779275966,0.943350993,-0.128483352,0.732830127
,9.989967,0.979597064,0.873004923,0.035548477,0.961849471,,9.989967,1.006491916,0.877326523,-0.178753021,0.763156199,,9.989967,0.94443561,0.871913058,-0.119671059,0.788503275,,9.989967,0.880758462,0.894331643,-0.084931238,0.802613814,,9.989967,0.808164812,0.970694564,-0.063195951,0.826233737
,10.036789,0.898512035,0.885201204,0.04168907,0.933545689,,10.036789,1.036536588,0.93332215,-0.144723897,0.840205472,,10.036789,0.992163089,0.939280755,-0.094974211,0.870747711,,10.036789,0.937670485,0.937574292,-0.067932604,0.869689784,,10.036789,0.982999161,0.941470964,-0.073948181,0.888286881
,10.083612,0.891218319,0.907874124,-0.00833787,0.891208351,,10.083612,0.97980335,0.980516188,-0.062432548,0.917727222,,10.083612,0.939120856,0.988980106,-0.072646346,0.891404135,,10.083612,0.909975914,0.971968211,-0.080464943,0.860507119,,10.083612,0.962644155,0.861110237,-0.100186952,0.811690244
,10.130435,0.889976989,0.948709482,-0.037831534,0.881511702,,10.130435,0.865802267,1.055927889,-0.097014373,0.863850705,,10.130435,0.823516417,1.038902482,-0.118072941,0.813136509,,10.130435,0.824787175,1.010413777,-0.126504003,0.791096473,,10.130435,0.913182746,0.908314993,-0.137587769,0.7731611
,10.177258,0.907592949,1.032024999,-0.02675538,0.943053594,,10.177258,0.906834441,1.05786816,-0.158650256,0.823701045,,10.177258,0.862501872,1.055156378,-0.157021901,0.801807224,,10.177258,0.842854812,1.038712872,-0.148131612,0.79265223,,10.177258,0.94126513,0.924974306,-0.113224767,0.819894951
,10.22408,0.988213931,1.055666456,-0.010307098,1.011633096,,10.22408,0.991992812,0.939422605,-0.101256224,0.864451484,,10.22408,0.963310169,0.968652743,-0.110305606,0.855675849,,10.22408,0.920888399,0.968452166,-0.097062468,0.847607814,,10.22408,0.874259891,0.951105279,-0.043420882,0.869261703
,10.270903,0.933295955,0.985210964,0.010239454,0.969492914,,10.270903,0.976134843,0.906100155,-0.027401447,0.913716052,,10.270903,1.005061771,0.966562689,-0.048767312,0.937044918,,10.270903,0.979412003,0.956284246,-0.047138293,0.920709832,,10.270903,0.850341313,0.969568668,-0.011435476,0.898519515
,10.317726,0.888369415,1.00138137,-0.002727115,0.942148278,,10.317726,0.913841045,0.956979546,-0.034096396,0.901313899,,10.317726,0.934949973,0.989916162,-0.057844764,0.904588304,,10.317726,0.943365704,0.977124164,-0.053045493,0.907199441,,10.317726,0.89639989,0.891204145,-0.076562906,0.817239112
,10.364548,0.912819421,0.990129977,-0.022458948,0.929015751,,10.364548,0.844407576,0.997422306,-0.041164117,0.879750824,,10.364548,0.846802872,0.994545283,-0.055406232,0.865267845,,10.364548,0.895880333,0.988285837,-0.055393463,0.886689622,,10.364548,0.954280132,0.872974243,-0.085457728,0.82816946
,10.411371,0.873659009,0.903736788,-0.032562521,0.856135377,,10.411371,0.917362504,0.976607084,-0.032996758,0.913988036,,10.411371,0.922111651,0.954570497,-0.020996703,0.917344371,,10.411371,0.953037753,0.979268307,-0.0267598,0.93939323,,10.411371,1.073037857,0.905093962,-0.05012635,0.938939559
,10.458194,0.942201904,0.842131211,0.00294947,0.895116028,,10.458194,0.944506245,1.003028842,-0.032702484,0.94106506,,10.458194,0.955498377,0.96903577,-0.015104489,0.947162584,,10.458194,0.96441045,0.944959692,-0.007260938,0.947424133,,10.458194,1.091043361,0.947751601,-0.044386697,0.975010784
,10.505017,0.968484685,0.952689525,-0.009274361,0.951312744,,10.505017,0.941806748,1.041488486,0.022251162,1.013898779,,10.505017,0.991148315,1.052484085,0.039330192,1.061146392,,10.505017,1.006424147,0.999193835,0.049384994,1.052193985,,10.505017,1.118698046,0.995947798,-0.02495096,1.032371963
,10.551839,0.919270838,1.093269219,-0.053573277,0.952696752,,10.551839,0.931585958,1.022914499,-0.009614201,0.967636028,,10.551839,1.014669103,1.008458752,-0.000788933,1.010774995,,10.551839,1.015739641,1.006962822,0.011770916,1.023122148,,10.551839,0.994596613,1.003896453,0.034662638,1.03390917
,10.598662,1.002918916,1.069645259,-0.089999956,0.946282131,,10.598662,0.914075863,1.048845432,-0.080132897,0.90132775,,10.598662,0.99064978,1.026051887,-0.052141358,0.956209476,,10.598662,0.999312769,0.99700757,-0.036040867,0.962119302,,10.598662,0.930472658,1.038763898,0.019804823,1.004423101
,10.645485,1.049617324,1.084384726,-0.115893427,0.951107598,,10.645485,0.945928147,1.017354517,-0.065299563,0.916341769,,10.645485,0.958832584,1.043297301,-0.048371437,0.952693506,,10.645485,0.979349694,1.010725032,-0.040187331,0.954850033,,10.645485,0.995095344,1.076033956,-0.037137065,0.998427586
,10.692308,1.055314712,1.076095849,-0.035748796,1.029956484,,10.692308,0.925860928,0.97137613,-0.037076828,0.911541702,,10.692308,0.928099393,1.023676157,-0.015614599,0.960273176,,10.692308,0.924692238,1.015431085,-0.0063769,0.963684762,,10.692308,0.984552558,1.096237116,0.047671563,1.088066399
,10.73913,1.002370786,0.987176912,0.032031441,1.02680529,,10.73913,0.955291241,0.952209398,-0.063966654,0.889783666,,10.73913,0.976945156,0.999936784,-0.010621189,0.97781978,,10.73913,1.008329757,1.012812871,0.020619742,1.031191055,,10.73913,1.056752197,1.079204862,0.013238386,1.081216916
,10.785953,1.011054368,1.039260179,-0.013631029,1.011526244,,10.785953,1.02867944,1.03657931,-0.032648976,0.999980399,,10.785953,1.036490165,1.063348881,-0.004028315,1.045891208,,10.785953,1.096631285,1.097967861,0.045127482,1.142427055,,10.785953,1.187187471,1.081827369,0.037794244,1.172301664
,10.832776,1.086216928,1.045030917,-0.086912453,0.978711469,,10.832776,1.041522548,1.043014471,0.018075786,1.060344295,,10.832776,1.079375872,1.053956234,0.013880709,1.080546762,,10.832776,1.098458003,1.066879298,0.061273886,1.143942536,,10.832776,1.244828044,1.09503222,0.142460935,1.312391067
,10.879599,1.083538726,0.999189783,-0.084278994,0.957085261,,10.879599,1.006171971,1.100195832,0.07025762,1.123441522,,10.879599,1.042879918,1.134544307,0.083431891,1.172144004,,10.879599,1.090813344,1.125079775,0.115498279,1.223444839,,10.879599,1.139979393,1.09238093,0.174139376,1.290319537
,10.926421,0.956879471,0.935831094,-0.030199381,0.916155902,,10.926421,1.028652889,1.12054649,0.022733116,1.097332805,,10.926421,1.055472932,1.150098381,0.066967593,1.16975325,,10.926421,1.097515529,1.140015649,0.132572112,1.251337701,,10.926421,1.008977226,1.056216887,0.193094489,1.225691546
,10.973244,0.967332454,0.911874165,-0.078063494,0.861539815,,10.973244,1.040133916,1.070674041,-0.037765678,1.017638301,,10.973244,1.063666124,1.052875518,0.003625686,1.061896507,,10.973244,1.082605218,1.078473706,0.063138414,1.143677876,,10.973244,1.004511475,1.160924207,0.163571761,1.246289603
,11.020067,0.978347224,0.92535948,-0.10328267,0.848570682,,11.020067,0.976392915,1.005370693,-0.007184209,0.983697595,,11.020067,1.010871866,1.003959181,0.033592729,1.041008253,,11.020067,1.076716187,1.036042811,0.047550586,1.103930086,,11.020067,1.155185662,1.142197578,0.195275702,1.343967322
,11.06689,0.910893056,0.966300654,-0.059881629,0.878715226,,11.06689,1.019092852,0.980273531,0.045946885,1.045630077,,11.06689,1.0079468,0.960502802,0.089223796,1.073448597,,11.06689,1.042096467,0.99905007,0.089080543,1.109653812,,11.06689,1.083849821,1.08620437,0.162392104,1.247419199
,11.113712,0.955660242,0.967716265,-0.049943746,0.911744507,,11.113712,1.167562788,1.043704345,0.058844943,1.164478509,,11.113712,1.156598632,0.980793217,0.095073405,1.163769329,,11.113712,1.172196365,0.980027958,0.10612825,1.182240412,,11.113712,1.099357567,1.034186545,0.15139476,1.218166816
,11.160535,0.966224144,0.935436339,-0.007871884,0.942958357,,11.160535,1.125562314,1.010069446,0.037718301,1.105534181,,11.160535,1.167755401,0.990439734,0.06837502,1.147472588,,11.160535,1.248753605,0.957920192,0.103072478,1.206409376,,11.160535,1.269305745,0.883911716,0.127103276,1.203712007
,11.207358,0.934646395,0.881673481,-0.002543298,0.90561664,,11.207358,1.026024387,1.013190099,-0.000412043,1.019195199,,11.207358,1.071969064,0.945533629,0.005677906,1.014429252,,11.207358,1.113021148,0.945597618,0.016514663,1.045824046,,11.207358,1.143693207,0.961014045,0.047136813,1.099490439
,11.254181,0.929965134,0.949918139,-0.053532112,0.886409524,,11.254181,1.013777803,1.06335441,0.007866969,1.046433075,,11.254181,1.050046182,1.042236611,0.011693341,1.057834737,,11.254181,1.05687599,0.977304911,-0.012705072,1.004385378,,11.254181,1.022777492,0.987154123,0.019155059,1.024120866
,11.301003,0.911443058,0.995499509,-0.037269871,0.916201413,,11.301003,1.019920512,1.076333356,0.051278987,1.099405921,,11.301003,0.991647783,1.125128825,0.044150956,1.10253926,,11.301003,1.017736767,1.051210011,0.016469631,1.05094302,,11.301003,1.084242626,0.947703087,-0.004565524,1.011407333
,11.347826,0.946367584,1.006006661,-0.000552088,0.975635035,,11.347826,1.069651589,1.044621994,0.047171155,1.104307947,,11.347826,0.996948724,1.064103221,0.022836206,1.053362178,,11.347826,1.033558749,1.046395421,-0.020978666,1.018998418,,11.347826,1.095275993,1.01859295,-0.077864028,0.979070443
,11.394649,0.957814594,0.925002821,-0.003275961,0.938132746,,11.394649,1.113051889,1.019613003,0.053523285,1.119855731,,11.394649,1.123872393,1.029821972,0.065013547,1.14186073,,11.394649,1.155794933,1.014676452,0.024333989,1.109569682,,11.394649,1.084265909,0.922269108,-0.027958847,0.975308662
,11.441472,0.976073808,0.896973828,-0.040057735,0.896466083,,11.441472,1.075228834,0.992506512,0.068301999,1.102169671,,11.441472,1.127723335,1.015226622,0.080715229,1.152190207,,11.441472,1.131989941,1.037513154,0.043013687,1.127765234,,11.441472,1.061501433,0.998865198,-0.01119239,1.018990926
,11.488294,0.960396715,0.955734987,-0.027010163,0.931055688,,11.488294,1.06820538,0.956225933,0.027684994,1.03990065,,11.488294,1.114651213,1.020852366,0.036008126,1.103759916,,11.488294,1.101282488,1.032978272,0.002067646,1.069198026,,11.488294,1.086266433,1.023441427,-0.070500929,0.984353001
,11.535117,1.050609303,0.959420929,-0.048667668,0.956347448,,11.535117,1.082923538,1.003909266,0.02290997,1.066326372,,11.535117,1.086381829,1.051189884,0.069674089,1.138459946,,11.535117,1.075583375,1.026307864,0.053684122,1.104629742,,11.535117,1.032994653,0.868581836,-0.004644796,0.946143448
,11.58194,1.070780849,0.957443051,-0.029815756,0.984296194,,11.58194,1.050702023,0.997675293,0.035932174,1.060120832,,11.58194,1.001620604,1.037513061,0.086674948,1.106241781,,11.58194,1.029859078,1.010264706,0.074373236,1.094435128,,11.58194,0.960616797,0.860818148,0.037920689,0.948638162
,11.628763,1.000758793,1.008435341,0.01155487,1.016151937,,11.628763,0.99173473,0.944073977,0.035244475,1.003148829,,11.628763,0.988481121,0.959583917,0.031570001,1.00560252,,11.628763,0.987073614,0.973481669,0.049723253,1.030000894,,11.628763,0.922388243,0.88733998,0.009610528,0.914474639
,11.675585,1.015011657,1.050005831,0.031100381,1.063609125,,11.675585,0.989815103,0.915975141,-0.011570273,0.941324849,,11.675585,0.988767493,0.899529517,-0.007022365,0.93712614,,11.675585,0.954781037,0.946801562,0.014200252,0.964991551,,11.675585,0.992957513,0.88895042,-0.054553909,0.886400058
,11.722408,0.969952454,0.989592615,0.011078539,0.990851074,,11.722408,1.002998074,0.966444694,-0.002685293,0.982036091,,11.722408,0.963552073,0.992841751,0.005920426,0.984117339,,11.722408,0.955666706,0.986585039,0.029874819,1.001000692,,11.722408,0.955480724,0.901939851,-0.025962976,0.902747312
,11.769231,0.905985182,1.013708987,0.033544676,0.993391761,,11.769231,1.049700118,0.963135983,0.044719203,1.051137254,,11.769231,1.017888151,1.009060313,0.001331952,1.014806184,,11.769231,1.028283438,0.972003687,0.003852197,1.00399576,,11.769231,0.887386434,0.990056726,0.071783441,1.010505021
,11.816054,0.974501315,1.063284927,0.027489764,1.046382885,,11.816054,1.078252552,0.93509697,0.027657327,1.034332089,,11.816054,1.031912362,0.973337218,0.004080127,1.006704917,,11.816054,1.034921055,0.928429903,-0.040745886,0.940929593,,11.816054,0.991651833,1.08220087,0.063435326,1.100361678
,11.862876,1.089808635,1.052479704,-0.07477274,0.996371429,,11.862876,0.980885595,0.975359825,-0.014848953,0.963273757,,11.862876,0.943043305,1.021675985,-0.034013531,0.948346114,,11.862876,0.975625159,1.006378283,-0.040564994,0.950436727,,11.862876,1.008649394,1.035355498,0.056424895,1.07842734
,11.909699,1.062963469,1.068015801,-0.047073714,1.018415921,,11.909699,0.985982316,0.999899371,-0.002235963,0.99070488,,11.909699,0.966570152,1.047272995,-0.010563972,0.996357602,,11.909699,1.002137437,1.025777437,0.006041692,1.019999129,,11.909699,1.031718891,0.939190898,0.048436832,1.033891726
,11.956522,0.948256124,0.986207605,-0.03084735,0.936384515,,11.956522,1.038329053,0.980892885,0.003998187,1.013609155,,11.956522,1.065611808,1.012386727,0.009972357,1.048971624,,11.956522,1.053953933,0.973758582,0.022414512,1.036270769,,11.956522,1.051987395,0.999909694,-0.007995343,1.017953201
,12.003344,0.849203958,0.929599759,-0.075676168,0.813725691,,12.003344,0.947500676,1.07539398,-0.075280581,0.936166747,,12.003344,1.016154066,1.074851293,-0.053911737,0.991590942,,12.003344,1.012397308,1.049659976,-0.025900673,1.005127968,,12.003344,0.968821397,1.047527729,0.038878773,1.047053336
,12.050167,0.901799744,1.030604124,-0.062415137,0.903786797,,12.050167,0.979666069,1.078815627,-0.14262529,0.886615558,,12.050167,1.008587368,1.028051636,-0.153029875,0.865289627,,12.050167,0.99007697,1.01859301,-0.10863369,0.8957013,,12.050167,0.924179317,0.972298189,0.004361885,0.952600638
,12.09699,0.964021904,1.080653047,-0.089055865,0.933281611,,12.09699,1.044464823,1.061976326,-0.15453734,0.898683235,,12.09699,1.044700714,0.998502374,-0.194810576,0.826790969,,12.09699,0.995298148,0.996326889,-0.148019377,0.847793142,,12.09699,1.006619224,0.907944075,-0.019260431,0.938021218
,12.143813,1.056358802,0.998644372,-0.054291067,0.97321052,,12.143813,0.993481898,1.02942129,-0.099963431,0.911488164,,12.143813,0.998671343,1.028249953,-0.101773135,0.911687513,,12.143813,0.941051432,0.99929745,-0.058863996,0.911310445,,12.143813,0.979082243,0.828595303,0.028542151,0.932380924
,12.190635,1.079365095,1.018376845,0.016390507,1.065261476,,12.190635,1.013860672,1.015244946,-0.077344125,0.937208684,,12.190635,0.995860738,1.03859303,-0.096439146,0.920787738,,12.190635,0.927713983,1.024048098,-0.073306525,0.902574515,,12.190635,0.956682263,0.915580838,0.000730639,0.93686219
,12.237458,0.955613226,0.974735258,-0.02907054,0.936103702,,12.237458,1.027831435,0.979514852,-0.109040222,0.894632922,,12.237458,0.974175337,0.978379502,-0.124149547,0.852127872,,12.237458,0.874904871,0.964360425,-0.096897595,0.822735053,,12.237458,0.851983097,0.973861065,0.026695212,0.939617293
,12.284281,0.9233563,0.860276296,0.002857646,0.894673944,,12.284281,1.02900247,0.953862345,-0.070851876,0.920580532,,12.284281,1.002938318,0.928984923,-0.056237748,0.909723872,,12.284281,0.898969626,0.906706841,-0.025983128,0.876855105,,12.284281,0.810003758,0.995558225,-0.021087537,0.881693454
,12.331104,0.963881173,0.934231262,0.037138969,0.986195186,,12.331104,1.062596273,0.988239477,0.02249874,1.047916614,,12.331104,1.088963802,0.945955328,0.014687081,1.032146646,,12.331104,1.060766544,0.920224615,0.029418401,1.019913981,,12.331104,0.925470729,0.976336848,-0.066756438,0.884147351
,12.377926,1.021348823,0.975819724,0.018314613,1.016898887,,12.377926,1.02107771,0.961827931,0.019566763,1.011019584,,12.377926,1.03835408,0.958435845,0.003550551,1.001945514,,12.377926,1.05936332,0.95289119,0.019682602,1.025809858,,12.377926,1.06506034,0.923032319,-0.022413326,0.971633004
,12.424749,1.057624803,0.95160805,0.028903847,1.033520274,,12.424749,0.975618563,0.921032125,-0.036177502,0.912147842,,12.424749,0.973856952,0.950687599,-0.043552007,0.918720269,,12.424749,1.014537399,0.940230969,-0.034317618,0.943066565,,12.424749,1.077186861,0.942277452,-0.009876937,0.99985522
,12.471572,1.041177979,0.934784235,-0.003624022,0.984357085,,12.471572,0.999386484,1.019381933,-0.069538266,0.939845942,,12.471572,1.023550887,1.016148345,-0.068286175,0.951563441,,12.471572,1.04003254,0.936239185,-0.069772422,0.918363441,,12.471572,0.919157304,0.84104572,-0.065956023,0.814145489
,12.518395,0.924415379,1.027011757,0.040571842,1.01628541,,12.518395,1.050934327,1.039846094,-0.059831292,0.985558918,,12.518395,1.11242144,1.03174144,-0.085926711,0.986154729,,12.518395,1.129866282,0.964410753,-0.105377082,0.941761436,,12.518395,0.962660649,0.842734097,-0.092636573,0.8100608
,12.565217,0.926345949,1.091502545,0.08512301,1.094047257,,12.565217,1.023662801,1.01933955,0.008647898,1.030149074,,12.565217,1.039626834,0.985554327,-0.025688187,0.986902394,,12.565217,1.060165403,0.976019467,-0.048442156,0.969650279,,12.565217,1.033060998,0.915169012,-0.047990332,0.926124673
,12.61204,1.015542433,1.000697042,0.057339711,1.065459448,,12.61204,0.959318547,1.070597304,0.018415698,1.033373624,,12.61204,0.924276266,0.990650077,-0.00974956,0.947713611,,12.61204,0.931809556,1.029638535,-0.01047436,0.970249686,,12.61204,0.933432461,0.946288156,-0.001280824,0.938579485
,12.658863,1.014061733,1.04772818,0.046834902,1.077729858,,12.658863,0.971371901,1.043340118,-0.009038761,0.998317249,,12.658863,0.946572771,1.001495058,-0.01444951,0.959584404,,12.658863,0.933831385,1.022078162,-0.041276598,0.936678175,,12.658863,0.920829657,1.044473479,-0.023326992,0.959324575
,12.705686,1.000701185,1.046715034,0.034785269,1.058493379,,12.705686,1.022572894,1.034268684,-0.016622076,1.011798713,,12.705686,1.032091655,1.058215396,-0.014863353,1.030290172,,12.705686,1.012132867,1.037306654,-0.053616852,0.971102909,,12.705686,0.994332276,1.085435129,-0.045936806,0.993946897
,12.752508,1.032857137,1.090681943,-0.016641995,1.045127545,,12.752508,0.968748582,1.079113801,-0.004373545,1.019557647,,12.752508,0.994181683,1.066493983,-0.02537325,1.004964582,,12.752508,0.991342393,1.061207059,-0.02097687,1.005297855,,12.752508,0.927543018,1.005181268,0.014066302,0.980428445
,12.799331,1.127658977,1.187492912,-0.00327312,1.154302824,,12.799331,1.014207771,1.058710893,-0.003858731,1.032600602,,12.799331,1.007141326,1.010338179,-0.026093376,0.982646376,,12.799331,0.988189315,1.028215035,-0.018184274,0.990017901,,12.799331,0.839619805,0.991702579,-0.030997279,0.884663913
,12.846154,1.044078628,1.093777947,0.037294542,1.10622283,,12.846154,1.040671988,0.93625884,-0.038858011,0.949607403,,12.846154,1.021031027,0.909523535,-0.032883233,0.932394048,,12.846154,0.997787365,0.957370914,-0.019727587,0.957851552,,12.846154,0.939131878,1.063057006,-0.019031649,0.982062793
,12.892977,1.032582213,0.98829335,0.015129736,1.025567518,,12.892977,0.949731394,0.98533995,-0.065129179,0.902406493,,12.892977,0.929391619,0.922662814,-0.076826616,0.8492006,,12.892977,0.91891026,1.002986743,-0.047413053,0.913535449,,12.892977,1.043140709,1.080647672,-0.004523162,1.057371028
,12.939799,1.099076098,0.905487898,0.01395549,1.016237488,,12.939799,0.941985615,1.023948863,-0.015816999,0.96715024,,12.939799,0.916656909,0.978343898,-0.036049232,0.911451171,,12.939799,0.929139733,0.997365062,-0.017832848,0.94541955,,12.939799,1.031403264,1.071938076,-0.04793112,1.00373955
,12.986622,1.078345802,0.953690305,0.014058491,1.030076544,,12.986622,0.903587501,0.979592441,-0.002324245,0.939265727,,12.986622,0.921706442,0.971858451,-0.000970365,0.945812081,,12.986622,0.957351609,0.930176809,0.022704086,0.966468295,,12.986622,0.968534874,1.060576011,-0.025907556,0.988647887
,13.033445,1.009859413,0.986445053,-0.042750459,0.955401774,,13.033445,0.860182534,0.925472625,0.022512545,0.915340124,,13.033445,0.916110768,0.921798004,0.03470408,0.953658466,,13.033445,0.956407853,0.924580757,0.036578525,0.97707283,,13.033445,0.982986918,0.976934167,0.023248746,1.003209288
,13.080268,0.966947487,0.924614536,-0.050845837,0.894935175,,13.080268,0.853145681,0.901703989,0.035651456,0.913076291,,13.080268,0.898672608,0.910439884,0.023529134,0.92808538,,13.080268,0.929681173,0.93267709,0.031980169,0.9631593,,13.080268,0.9815913,0.889333477,0.033142046,0.968604434
,13.12709,0.962606851,0.938494547,0.008474698,0.959025398,,13.12709,0.92900665,0.898783252,0.003683704,0.917578655,,13.12709,0.937172596,0.933983472,-0.009985864,0.92559217,,13.12709,0.988968383,0.959480525,-0.01149211,0.962732344,,13.12709,0.982786729,0.911147344,-0.071152834,0.875814203
,13.173913,0.965727047,0.925588652,0.059677752,1.005335602,,13.173913,0.982863256,0.919492435,-0.002984323,0.948193522,,13.173913,0.980177189,0.938122697,0.000321852,0.959471795,,13.173913,1.011460163,0.993435649,-0.037147841,0.965300065,,13.173913,1.066567609,1.073943796,-0.089775669,0.980480033
,13.220736,0.973031791,0.990332953,0.007623972,0.989306344,,13.220736,1.017793938,0.952150241,0.032720926,1.017693015,,13.220736,1.002906752,0.936943097,0.027137947,0.997062872,,13.220736,1.000508709,0.993317884,0.00076657,0.997679866,,13.220736,1.010232346,1.147785752,-0.00383731,1.075171739
,13.267559,1.059360184,1.035384855,-0.014393632,1.032978887,,13.267559,1.029980384,0.974456323,0.012647341,1.014865695,,13.267559,0.994656812,0.97241607,0.003399336,0.986935777,,13.267559,0.996597822,0.9932293,0.023135509,1.01804907,,13.267559,0.97398504,1.065106074,0.040328493,1.05987405
,13.314381,1.042681168,0.968777014,0.038982424,1.044711515,,13.314381,0.902542395,0.960239384,0.019535555,0.950926445,,13.314381,0.912120601,0.980984835,0.017799614,0.964352332,,13.314381,0.939799934,0.944577907,0.026511815,0.968700736,,13.314381,1.005510672,0.982250338,0.020479297,1.014359802
,13.361204,1.049879114,0.96678977,0.047179558,1.055514,,13.361204,0.956574632,0.963492255,0.003305708,0.963339152,,13.361204,0.968396953,1.002943001,0.025686243,1.01135622,,13.361204,0.976146536,0.949486112,0.035690044,0.998506369,,13.361204,0.963327539,1.063941833,0.03241045,1.046045136
,13.408027,1.053072782,0.958974662,0.054005336,1.060029058,,13.408027,1.027306777,0.979068915,-0.010465287,0.992722559,,13.408027,1.047202994,1.005218581,0.049483159,1.075693946,,13.408027,1.069895507,1.004470696,0.07650948,1.113692582,,13.408027,0.98557085,1.084467955,0.102127912,1.137147314
